"name.x","name.y","kpas"
"Київ-Пасажирський","Львів",546334
"Київ-Пасажирський","Харків-Пасажирський",541294
"Київ-Пасажирський","Вінниця",496112
"Київ-Пасажирський","Дніпропетровськ-Головний",437722
"Київ-Пасажирський","Одеса-Головна",328109
"Київ-Пасажирський","Івано-Франківськ",327219
"Київ-Пасажирський","Запоріжжя 1",289984
"Київ-Пасажирський","Сімферополь-Пасажирський",243656
"Київ-Пасажирський","Херсон",233180
"Київ-Пасажирський","Конотоп",206445
"Київ-Пасажирський","Хмельницький",176776
"Київ-Пасажирський","Донецьк",165064
"Київ-Пасажирський","Миколаїв-Пасажирський",159779
"Київ-Пасажирський","Кривий Ріг-Головний",152365
"Київ-Пасажирський","Мукачеве",141272
"Київ-Пасажирський","Тернопіль",136085
"Київ-Пасажирський","Ніжин",132581
"Київ-Пасажирський","Суми",115967
"Київ-Пасажирський","Чернівці",115444
"Київ-Пасажирський","Жмеринка",113083
"Київ-Пасажирський","Кам`янець-Подільський",112631
"Київ-Пасажирський","Луганськ",112516
"Київ-Пасажирський","Козятин-1",110260
"Київ-Пасажирський","Шостка",102814
"Київ-Пасажирський","Ужгород",98033
"Київ-Пасажирський","Трускавець",95037
"Київ-Пасажирський","Бахмач-Пасажирський",90287
"Київ-Пасажирський","Ковель",83668
"Київ-Пасажирський","Полтава Київська",77116
"Київ-Пасажирський","Костянтинівка",76368
"Київ-Пасажирський","Мелітополь",73153
"Київ-Пасажирський","Шепетівка",65193
"Київ-Пасажирський","Маріуполь",64453
"Київ-Пасажирський","Севастополь",61303
"Київ-Пасажирський","Стрий",59945
"Київ-Пасажирський","Луцьк",57276
"Київ-Пасажирський","Ім.Т.Шевченка",55550
"Київ-Пасажирський","Олександрія",54093
"Київ-Пасажирський","Свалява",49081
"Київ-Пасажирський","Миргород",48488
"Київ-Пасажирський","Дніпродзержинськ-Пасажирський",47101
"Київ-Пасажирський","Попільня",45689
"Київ-Пасажирський","Кролевець",43531
"Київ-Пасажирський","Лубни",39461
"Київ-Пасажирський","Рівне",38408
"Київ-Пасажирський","Бердичів",36342
"Київ-Пасажирський","Краматорськ",35854
"Київ-Пасажирський","Слов'янськ",35526
"Київ-Пасажирський","Самбір",35403
"Київ-Пасажирський","Кременчук",35237
"Київ-Пасажирський","Калинівка 1",35040
"Київ-Пасажирський","Славута 1",34846
"Київ-Пасажирський","Путивль",32713
"Київ-Пасажирський","Джанкой",31093
"Київ-Пасажирський","Воловець",31089
"Київ-Пасажирський","Бердянськ",30017
"Київ-Пасажирський","Ходорів",29137
"Київ-Пасажирський","Коростень",27794
"Київ-Пасажирський","Терещенська",27602
"Київ-Пасажирський","Фастів 1",27589
"Київ-Пасажирський","Рокувата",26273
"Київ-Пасажирський","Знам'янка-Пасажирська",26259
"Київ-Пасажирський","Вапнярка",25833
"Київ-Пасажирський","Новоград-Волинський 1",23606
"Київ-Пасажирський","П'ятихатки",22992
"Київ-Пасажирський","Кривин",21860
"Київ-Пасажирський","Кіровоград",21840
"Київ-Пасажирський","Чернігів",21525
"Київ-Пасажирський","Лисичанськ",19756
"Київ-Пасажирський","Комунарськ",19593
"Київ-Пасажирський","Волноваха",19566
"Київ-Пасажирський","Плиски",18059
"Київ-Пасажирський","Хмільник",17874
"Київ-Пасажирський","Черкаси",17382
"Київ-Пасажирський","Дрогобич",17045
"Київ-Пасажирський","Гречани",16506
"Київ-Пасажирський","Красноармійськ",15819
"Київ-Пасажирський","Новоолексіївка",15714
"Київ-Пасажирський","Гребінка",15177
"Київ-Пасажирський","Котовськ",14972
"Київ-Пасажирський","Могилів-Подільський",14684
"Київ-Пасажирський","Дебальцеве",14243
"Київ-Пасажирський","Чорнорудка",14135
"Київ-Пасажирський","Лозова",13670
"Київ-Пасажирський","Славське",13085
"Київ-Пасажирський","Полонне",12902
"Київ-Пасажирський","Червоноград",12418
"Київ-Пасажирський","Рубіжне",12049
"Київ-Пасажирський","Здолбунів",12005
"Київ-Пасажирський","Генічеськ",11921
"Київ-Пасажирський","Гнівань",11661
"Київ-Пасажирський","Броди",10593
"Київ-Пасажирський","Бобровиця",10383
"Київ-Пасажирський","Брівки",10275
"Київ-Пасажирський","Нікополь",10172
"Київ-Пасажирський","Микитівка",10085
"Київ-Пасажирський","Коломия",10080
"Київ-Пасажирський","Долинська",9928
"Київ-Пасажирський","Чоп",9783
"Київ-Пасажирський","Дружківка",9702
"Київ-Пасажирський","Апостолове",9682
"Київ-Пасажирський","Чуднів-Волинський",9662
"Київ-Пасажирський","Чортків",9154
"Київ-Пасажирський","Сколе",8753
"Київ-Пасажирський","Бахмач-Київський",8692
"Київ-Пасажирський","Печанівка",8637
"Київ-Пасажирський","Ворожба",8575
"Київ-Пасажирський","Деражня",8396
"Київ-Пасажирський","Дунаївці",8191
"Київ-Пасажирський","Полтава-Південна",8176
"Київ-Пасажирський","Володимир-Волинський",8071
"Київ-Пасажирський","Носівка",7744
"Київ-Пасажирський","Дубно",7744
"Київ-Пасажирський","Батьово",7732
"Київ-Пасажирський","Карпати",7606
"Київ-Пасажирський","Рафалівка",7302
"Київ-Пасажирський","Хутір-Михайлівський",7271
"Київ-Пасажирський","Корсунь",6934
"Київ-Пасажирський","Кожанка",6791
"Київ-Пасажирський","Яремче",6675
"Київ-Пасажирський","Сарни",6630
"Київ-Пасажирський","Синельникове-1",6387
"Київ-Пасажирський","Михайленки",6237
"Київ-Пасажирський","Старокостянтинів 2",6225
"Київ-Пасажирський","Острог",6213
"Київ-Пасажирський","Миропіль",6167
"Київ-Пасажирський","Сватове",6078
"Київ-Пасажирський","Білопілля",5994
"Київ-Пасажирський","Бар",5805
"Київ-Пасажирський","Волочиськ",5691
"Київ-Пасажирський","Красилів",5506
"Київ-Пасажирський","Славутич",5438
"Київ-Пасажирський","Яблунець",5278
"Київ-Пасажирський","Рахни",5271
"Київ-Пасажирський","Рахів",5204
"Київ-Пасажирський","Ярошенка",5193
"Київ-Пасажирський","Разіне",5135
"Київ-Пасажирський","Кодима",5113
"Київ-Пасажирський","Івотка",4994
"Київ-Пасажирський","Новий Буг",4683
"Київ-Пасажирський","Ім.Бориса Олійника",4679
"Київ-Пасажирський","Вознесенськ",4593
"Київ-Пасажирський","Зернове",4572
"Київ-Пасажирський","Заліщики",4523
"Київ-Пасажирський","Куп'янськ-Вузловий",4465
"Київ-Пасажирський","Яготин",4454
"Київ-Пасажирський","Ярмолинці",4370
"Київ-Пасажирський","Ясинувата-Пасажирська",4370
"Київ-Пасажирський","Рокитне-Волинське",4348
"Київ-Пасажирський","Олевськ",4293
"Київ-Пасажирський","Городище",4217
"Київ-Пасажирський","Ківерці",4071
"Київ-Пасажирський","Глобине",4011
"Київ-Пасажирський","Теребовля",3979
"Київ-Пасажирський","Ворохта",3976
"Київ-Пасажирський","Понінка",3939
"Київ-Пасажирський","Сокаль",3844
"Київ-Пасажирський","Злочів",3843
"Київ-Пасажирський","Радивилів",3700
"Київ-Пасажирський","Маневичі",3580
"Київ-Пасажирський","Роздільна 1",3544
"Київ-Пасажирський","Ізмаїл",3536
"Київ-Пасажирський","Рожище",3505
"Київ-Пасажирський","Бахчисарай",3503
"Київ-Пасажирський","Кононівка",3451
"Київ-Пасажирський","Смородине",3422
"Київ-Пасажирський","Крижопіль",3402
"Київ-Пасажирський","Снігурівка",3402
"Київ-Пасажирський","Біла Криниця",3388
"Київ-Пасажирський","Рудниця",3371
"Київ-Пасажирський","Ромодан",3273
"Київ-Пасажирський","Крути",3202
"Київ-Пасажирський","Бурштин",3188
"Київ-Пасажирський","Горлівка",3026
"Київ-Пасажирський","Южноукраїнська",3025
"Київ-Пасажирський","Помічна",2962
"Київ-Пасажирський","Красний Лиман",2930
"Київ-Пасажирський","Макіївка-Пасажирська",2866
"Київ-Пасажирський","Красноград",2859
"Київ-Пасажирський","Адампіль",2723
"Київ-Пасажирський","Вільногірськ",2717
"Київ-Пасажирський","Підволочиськ",2615
"Київ-Пасажирський","Карлівка",2595
"Київ-Пасажирський","Марганець",2567
"Київ-Пасажирський","Цвіткове",2558
"Київ-Пасажирський","Ясиня",2523
"Київ-Пасажирський","Золотоноша 1",2513
"Київ-Пасажирський","Явкине",2449
"Київ-Пасажирський","Чаплине",2440
"Київ-Пасажирський","Іваничі",2405
"Київ-Пасажирський","Керч",2372
"Київ-Пасажирський","Хорол",2264
"Київ-Пасажирський","Веселий Поділ",2260
"Київ-Пасажирський","Миронівка",2184
"Київ-Пасажирський","Виска",2179
"Київ-Пасажирський","Вовчоярська",2175
"Київ-Пасажирський","Чортомлик",2174
"Київ-Пасажирський","Хороше Озеро",2144
"Київ-Пасажирський","Кремінне",2133
"Київ-Пасажирський","Галич",2022
"Київ-Пасажирський","Вендичани",2010
"Київ-Пасажирський","Старий Луг",1961
"Київ-Пасажирський","Фундукліївка",1905
"Київ-Пасажирський","Ларга",1896
"Київ-Пасажирський","Кам'янка",1892
"Київ-Пасажирський","Драбове-Барятинське",1890
"Київ-Пасажирський","Караваєві Дачі",1875
"Київ-Пасажирський","Високопілля",1875
"Київ-Пасажирський","Чернявка",1864
"Київ-Пасажирський","Васютинці",1813
"Київ-Пасажирський","Радулин",1799
"Київ-Пасажирський","Клевань",1714
"Київ-Пасажирський","Копичинці",1675
"Київ-Пасажирський","Алтинівка",1660
"Київ-Пасажирський","Хоростків",1659
"Київ-Пасажирський","Соснівка",1655
"Київ-Пасажирський","Синельникове 2",1589
"Київ-Пасажирський","Бровари",1587
"Київ-Пасажирський","Уладівка",1581
"Київ-Пасажирський","Клесів",1575
"Київ-Пасажирський","Балин",1563
"Київ-Пасажирський","Малин",1562
"Київ-Пасажирський","Чугуїв",1540
"Київ-Пасажирський","Каолінова",1507
"Київ-Пасажирський","Вуглегірськ",1506
"Київ-Пасажирський","Дніпропетровськ-Південний",1501
"Київ-Пасажирський","Гоголеве",1496
"Київ-Пасажирський","Адабаш",1484
"Київ-Пасажирський","Казанка",1464
"Київ-Пасажирський","Новомиргород",1458
"Київ-Пасажирський","Верхівцеве",1404
"Київ-Пасажирський","Стаханов",1396
"Київ-Пасажирський","Товсте",1362
"Київ-Пасажирський","Городенко-Завод",1294
"Київ-Пасажирський","Котюжани",1267
"Київ-Пасажирський","Ягодин",1264
"Київ-Пасажирський","Богодухів",1242
"Київ-Пасажирський","Холонівська",1222
"Київ-Пасажирський","Яреськи",1214
"Київ-Пасажирський","Березань",1212
"Київ-Пасажирський","Сахновщина",1205
"Київ-Пасажирський","Березнегувате",1203
"Київ-Пасажирський","Кегичівка",1202
"Київ-Пасажирський","Голендри",1183
"Київ-Пасажирський","Бобрик",1174
"Київ-Пасажирський","Павлоград 1",1163
"Київ-Пасажирський","Антонівка",1157
"Київ-Пасажирський","Чорноліська",1141
"Київ-Пасажирський","Томашгород",1099
"Київ-Пасажирський","Вертіївка",1077
"Київ-Пасажирський","Попасна",1058
"Київ-Пасажирський","Голоби",1048
"Київ-Пасажирський","Майдан-Вила",1041
"Київ-Пасажирський","Красне",1034
"Київ-Пасажирський","Пологи",1012
"Київ-Пасажирський","Первомайськ",1002
"Київ-Пасажирський","Красноперекопськ",982
"Київ-Пасажирський","Слобідка",975
"Київ-Пасажирський","Кириківка",967
"Київ-Пасажирський","Люботин",945
"Київ-Пасажирський","Харцизьк",914
"Київ-Пасажирський","Остки",907
"Київ-Пасажирський","Кваси",872
"Київ-Пасажирський","Дарниця",869
"Київ-Пасажирський","Комарівці",868
"Київ-Пасажирський","Капітанівка",823
"Київ-Пасажирський","Новоселиця",808
"Київ-Пасажирський","Пасічний",805
"Київ-Пасажирський","Пальміра",797
"Київ-Пасажирський","Путійська",767
"Київ-Пасажирський","Армянськ",724
"Київ-Пасажирський","Браїлів",697
"Київ-Пасажирський","Байрак",683
"Київ-Пасажирський","Ізюм",680
"Київ-Пасажирський","Кабанне",680
"Київ-Пасажирський","Голубівка",672
"Київ-Пасажирський","Турійськ",660
"Київ-Пасажирський","Янпіль",653
"Київ-Пасажирський","Баришівка",651
"Київ-Пасажирський","Решетилівка",633
"Київ-Пасажирський","Кавуни",627
"Київ-Пасажирський","Веселинове",625
"Київ-Пасажирський","Камиш-Зоря",613
"Київ-Пасажирський","Харліївка",601
"Київ-Пасажирський","Березівка",594
"Київ-Пасажирський","Могиляни",584
"Київ-Пасажирський","Мирославка",578
"Київ-Пасажирський","Лазірки",577
"Київ-Пасажирський","Людмилівка",561
"Київ-Пасажирський","Капустине",556
"Київ-Пасажирський","Васильків 1",552
"Київ-Пасажирський","Білокоровичі",549
"Київ-Пасажирський","Іловайськ",542
"Київ-Пасажирський","Кордишівка",540
"Київ-Пасажирський","Гулівці",534
"Київ-Пасажирський","Боярка",502
"Київ-Пасажирський","Біла Церква",499
"Київ-Пасажирський","Хролин",481
"Київ-Пасажирський","Копай",481
"Київ-Пасажирський","Куцівка",478
"Київ-Пасажирський","Сентянівка",477
"Київ-Пасажирський","Селещина",469
"Київ-Пасажирський","Переяславська",468
"Київ-Пасажирський","Чарторийськ",451
"Київ-Пасажирський","Якимівка",444
"Київ-Пасажирський","Черняхівський",425
"Київ-Пасажирський","Мар'янівка",420
"Київ-Пасажирський","Сім Колодязів",406
"Київ-Пасажирський","Бориспіль",382
"Київ-Пасажирський","Овруч",373
"Київ-Пасажирський","Козятин 2",371
"Київ-Пасажирський","Білосілля",358
"Київ-Пасажирський","Халимонове",349
"Київ-Пасажирський","Гордіївка",349
"Київ-Пасажирський","Сербинівці",344
"Київ-Пасажирський","Рачки",335
"Київ-Пасажирський","Барвінкове",332
"Київ-Пасажирський","Межова",331
"Київ-Пасажирський","Родакове",320
"Київ-Пасажирський","Владиславівка",307
"Київ-Пасажирський","Просяна",297
"Київ-Пасажирський","Грузьке",294
"Київ-Пасажирський","Поворськ",292
"Київ-Пасажирський","Губарівка",291
"Київ-Пасажирський","Рутченкове",289
"Київ-Пасажирський","Вишневе",282
"Київ-Пасажирський","Сартана",280
"Київ-Пасажирський","Трикратне",276
"Київ-Пасажирський","Залізничне",270
"Київ-Пасажирський","Гвіздець",265
"Київ-Пасажирський","Поляни",264
"Київ-Пасажирський","Кукілка",256
"Київ-Пасажирський","Радівці",256
"Київ-Пасажирський","Хутір Халімонове",249
"Київ-Пасажирський","Колодяжний",247
"Київ-Пасажирський","Мельня",245
"Київ-Пасажирський","Вакуленчук",245
"Київ-Пасажирський","Шевченкове-Південне",245
"Київ-Пасажирський","Кіцмань",244
"Київ-Пасажирський","Святогірськ",238
"Київ-Пасажирський","Коржівці",235
"Київ-Пасажирський","Неданчичі",233
"Київ-Пасажирський","Приостерний",232
"Київ-Пасажирський","Одеса Східна",229
"Київ-Пасажирський","Колодянка",212
"Київ-Пасажирський","Зборів",208
"Київ-Пасажирський","Сіверськ",203
"Київ-Пасажирський","Богданівка",200
"Київ-Пасажирський","Лавочне",185
"Київ-Пасажирський","Клепали",178
"Київ-Пасажирський","Мартинівська",167
"Київ-Пасажирський","Верхній Токмак 1",163
"Київ-Пасажирський","Колосівка",156
"Київ-Пасажирський","Новотроянда",155
"Київ-Пасажирський","Дубов'язівка",149
"Київ-Пасажирський","Дубки",147
"Київ-Пасажирський","Могилівка",145
"Київ-Пасажирський","Козачівка",139
"Київ-Пасажирський","Цвітоха",135
"Київ-Пасажирський","Лугини",124
"Київ-Пасажирський","Стодульці",124
"Київ-Пасажирський","Попелюхи",124
"Київ-Пасажирський","Нижньогірська",121
"Київ-Пасажирський","Слобода-Петрівка",120
"Київ-Пасажирський","Кіровська",119
"Київ-Пасажирський","Коломак",117
"Київ-Пасажирський","Краснофлотське",116
"Київ-Пасажирський","Новичі",114
"Київ-Пасажирський","Орілька",111
"Київ-Пасажирський","Глухівці",106
"Київ-Пасажирський","Юрківка",101
"Київ-Пасажирський","Мотовилівка",100
"Київ-Пасажирський","Бадівка",98
"Київ-Пасажирський","Судилків",97
"Київ-Пасажирський","Тимково",97
"Київ-Пасажирський","Видубичі",96
"Київ-Пасажирський","Кориченці",94
"Київ-Пасажирський","Горностаївка",93
"Київ-Пасажирський","Десенка",92
"Київ-Пасажирський","Тюшки",88
"Київ-Пасажирський","Робоча",87
"Київ-Пасажирський","Іванківці",81
"Київ-Пасажирський","Черемушки",79
"Київ-Пасажирський","Калинівка 2",77
"Київ-Пасажирський","Баранне",75
"Київ-Пасажирський","Будьки",75
"Київ-Пасажирський","Журавлівка",72
"Київ-Пасажирський","Демчин",70
"Київ-Пасажирський","Стефанешти",68
"Київ-Пасажирський","Київ-Волинський",67
"Київ-Пасажирський","Вересоч",67
"Київ-Пасажирський","Дубинка",67
"Київ-Пасажирський","Затишшя",66
"Київ-Пасажирський","Авдіївка",63
"Київ-Пасажирський","Сагайдак",62
"Київ-Пасажирський","Олійникове",62
"Київ-Пасажирський","Зупинка Пункт 669 км",60
"Київ-Пасажирський","Кислівка",60
"Київ-Пасажирський","Ракове",54
"Київ-Пасажирський","Вадул-Сірет",51
"Київ-Пасажирський","Яришівка",50
"Київ-Пасажирський","Здолбунів-Південний",50
"Київ-Пасажирський","Паризька Комуна",48
"Київ-Пасажирський","Квасилів",48
"Київ-Пасажирський","Івачкове",43
"Київ-Пасажирський","Овадне",43
"Київ-Пасажирський","Велика Загорівка",42
"Київ-Пасажирський","Орепи",39
"Київ-Пасажирський","Масивці",39
"Київ-Пасажирський","Карпилівка",38
"Київ-Пасажирський","Богданівці",33
"Київ-Пасажирський","Гайчур",33
"Київ-Пасажирський","Воршиця",30
"Київ-Пасажирський","Острякове",26
"Київ-Пасажирський","Малійки",25
"Київ-Пасажирський","Веселий Кут",24
"Київ-Пасажирський","Київ-Московський",23
"Київ-Пасажирський","Куземівка",23
"Київ-Пасажирський","Снятин",23
"Київ-Пасажирський","Волоське",22
"Київ-Пасажирський","Дніпробуд 2",22
"Київ-Пасажирський","Межирів",21
"Київ-Пасажирський","Нова Гута",18
"Київ-Пасажирський","Петрове",17
"Київ-Пасажирський","Чистопілля",17
"Київ-Пасажирський","Багерове",16
"Київ-Пасажирський","Вінниця-Вантажна",15
"Київ-Пасажирський","Останіне",15
"Київ-Пасажирський","Жмеринка-Подільська",14
"Київ-Пасажирський","Волфине",14
"Київ-Пасажирський","Трояни",12
"Київ-Пасажирський","Муравійка",11
"Київ-Пасажирський","В'язове",11
"Київ-Пасажирський","Брилівка",11
"Київ-Пасажирський","Коршів",11
"Київ-Пасажирський","Речовий Ринок",10
"Київ-Пасажирський","Семилітка",10
"Київ-Пасажирський","Протасів Яр",10
"Київ-Пасажирський","Прісноводна",10
"Київ-Пасажирський","Літки",9
"Київ-Пасажирський","Мар'ївка",9
"Київ-Пасажирський","Жукотки",8
"Київ-Пасажирський","Кучурган",8
"Київ-Пасажирський","Кошари",7
"Київ-Пасажирський","Бабаківка",7
"Київ-Пасажирський","Кам'янецький Переїзд",7
"Київ-Пасажирський","Святошин",6
"Київ-Пасажирський","Роз'їзд 30 км",6
"Київ-Пасажирський","Лопатиниці",5
"Київ-Пасажирський","Степанівка",4
"Київ-Пасажирський","Сосонка",4
"Київ-Пасажирський","Гракове",4
"Київ-Пасажирський","Скібнево",3
"Київ-Пасажирський","Семисотка",3
"Київ-Пасажирський","Азовська",3
"Київ-Пасажирський","Заболотів",3
"Київ-Пасажирський","Кагарлик",2
"Київ-Пасажирський","Лівий Берег",2
"Київ-Пасажирський","Бранне Поле",2
"Київ-Пасажирський","Трипілля-Дніпровське",1
"Київ-Пасажирський","Зафатівка",1
"Київ-Пасажирський","Балаклія",1
"Київ-Пасажирський","Знам'янка",1
"Київ-Пасажирський","Роз'їзд 10км",1
"Київ-Петрівка","Херсон",5020
"Київ-Петрівка","Персенківка",1020
"Київ-Петрівка","Полтава-Південна",552
"Київ-Петрівка","Ніжин",102
"Київ-Петрівка","Бахмач-Пасажирський",83
"Київ-Петрівка","Конотоп",79
"Київ-Петрівка","Кролевець",25
"Київ-Петрівка","Плиски",21
"Київ-Петрівка","Шостка",19
"Київ-Петрівка","Івотка",11
"Київ-Петрівка","Терещенська",10
"Київ-Петрівка","Носівка",8
"Київ-Петрівка","Зернове",8
"Київ-Петрівка","Янпіль",4
"Київ-Петрівка","Бобровиця",4
"Київ-Петрівка","Бахмач-Київський",3
"Київ-Петрівка","Крути",3
"Київ-Петрівка","Хутір-Михайлівський",1
"Київ-Петрівка","Хороше Озеро",1
"Київ-Волинський","Попільня",2241
"Київ-Волинський","Фастів 1",2083
"Київ-Волинський","Козятин-1",1864
"Київ-Волинський","Вінниця",1531
"Київ-Волинський","Жмеринка",1442
"Київ-Волинський","Брівки",619
"Київ-Волинський","Кожанка",596
"Київ-Волинський","Бердичів",554
"Київ-Волинський","Чорнорудка",512
"Київ-Волинський","Ніжин",508
"Київ-Волинський","Шепетівка",494
"Київ-Волинський","Конотоп",472
"Київ-Волинський","Бахмач-Пасажирський",395
"Київ-Волинський","Калинівка 1",384
"Київ-Волинський","Ярошенка",249
"Київ-Волинський","Чернявка",245
"Київ-Волинський","Полонне",178
"Київ-Волинський","Васильків 1",174
"Київ-Волинський","Плиски",162
"Київ-Волинський","Шостка",135
"Київ-Волинський","Яготин",127
"Київ-Волинський","Чуднів-Волинський",120
"Київ-Волинський","Михайленки",120
"Київ-Волинський","Печанівка",110
"Київ-Волинський","Гнівань",98
"Київ-Волинський","Разіне",95
"Київ-Волинський","Носівка",94
"Київ-Волинський","Хороше Озеро",92
"Київ-Волинський","Рахни",89
"Київ-Волинський","Бобровиця",87
"Київ-Волинський","Комарівці",84
"Київ-Волинський","Гребінка",78
"Київ-Волинський","Понінка",68
"Київ-Волинський","Васютинці",65
"Київ-Волинський","Деражня",63
"Київ-Волинський","Харліївка",62
"Київ-Волинський","Миропіль",55
"Київ-Волинський","Кролевець",53
"Київ-Волинський","Боярка",53
"Київ-Волинський","Кононівка",44
"Київ-Волинський","Терещенська",40
"Київ-Волинський","Славута 1",40
"Київ-Волинський","Козятин 2",37
"Київ-Волинський","Рівне",28
"Київ-Волинський","Сербинівці",27
"Київ-Волинський","Бахмач-Київський",26
"Київ-Волинський","Острог",25
"Київ-Волинський","Білосілля",25
"Київ-Волинський","Переяславська",24
"Київ-Волинський","Бровари",23
"Київ-Волинський","Березань",23
"Київ-Волинський","Хмельницький",22
"Київ-Волинський","Браїлів",21
"Київ-Волинський","Приостерний",21
"Київ-Волинський","Бадівка",21
"Київ-Волинський","Бориспіль",19
"Київ-Волинський","Старий Луг",19
"Київ-Волинський","Кориченці",19
"Київ-Волинський","Кривин",18
"Київ-Волинський","Зупинка Пункт 669 км",18
"Київ-Волинський","Залізничне",18
"Київ-Волинський","Поляни",18
"Київ-Волинський","Баришівка",17
"Київ-Волинський","Мотовилівка",17
"Київ-Волинський","Мирославка",17
"Київ-Волинський","Тюшки",16
"Київ-Волинський","Глухівці",16
"Київ-Волинський","Каолінова",16
"Київ-Волинський","Вакуленчук",15
"Київ-Волинський","Крути",14
"Київ-Волинський","Черняхівський",14
"Київ-Волинський","Голендри",14
"Київ-Волинський","Дарниця",13
"Київ-Волинський","Хролин",13
"Київ-Волинський","Бобрик",13
"Київ-Волинський","Кордишівка",12
"Київ-Волинський","Халимонове",11
"Київ-Волинський","Гречани",11
"Київ-Волинський","Київ-Пасажирський",10
"Київ-Волинський","Колодяжний",10
"Київ-Волинський","Янпіль",9
"Київ-Волинський","Мар'янівка",9
"Київ-Волинський","Рачки",8
"Київ-Волинський","Гордіївка",8
"Київ-Волинський","Здолбунів",8
"Київ-Волинський","Вишневе",7
"Київ-Волинський","Козачівка",7
"Київ-Волинський","Новичі",7
"Київ-Волинський","Лопатиниці",7
"Київ-Волинський","Цвітоха",6
"Київ-Волинський","Нова Гута",6
"Київ-Волинський","Демчин",5
"Київ-Волинський","Яришівка",5
"Київ-Волинський","Судилків",4
"Київ-Волинський","Коржівці",4
"Київ-Волинський","Зернове",4
"Київ-Волинський","Баранне",3
"Київ-Волинський","Велика Загорівка",3
"Київ-Волинський","Видубичі",2
"Київ-Волинський","Черемушки",2
"Київ-Волинський","Гулівці",2
"Київ-Волинський","Квасилів",2
"Київ-Волинський","Паризька Комуна",1
"Київ-Волинський","Воршиця",1
"Київ-Волинський","Алтинівка",1
"Київ-Волинський","Караваєві Дачі",1
"Київ-Волинський","Кукілка",1
"Київ-Волинський","Богданівка",1
"Київ-Волинський","Могилівка",1
"Київ-Волинський","Івотка",1
"Київ-Московський","Донецьк",3012
"Київ-Московський","Сімферополь-Пасажирський",2134
"Київ-Московський","Харків-Пасажирський",2062
"Київ-Московський","Ніжин",1834
"Київ-Московський","Бахмач-Пасажирський",889
"Київ-Московський","Конотоп",545
"Київ-Московський","Яготин",397
"Київ-Московський","Носівка",263
"Київ-Московський","Бобровиця",263
"Київ-Московський","Гребінка",206
"Київ-Московський","Плиски",177
"Київ-Московський","Кононівка",151
"Київ-Московський","Бровари",123
"Київ-Московський","Березань",121
"Київ-Московський","Бахмач-Київський",106
"Київ-Московський","Баришівка",101
"Київ-Московський","Хороше Озеро",88
"Київ-Московський","Шостка",78
"Київ-Московський","Чернігів",73
"Київ-Московський","Кролевець",70
"Київ-Московський","Бобрик",70
"Київ-Московський","Старий Луг",48
"Київ-Московський","Ім.Бориса Олійника",47
"Київ-Московський","Мар'янівка",46
"Київ-Московський","Черняхівський",38
"Київ-Московський","Переяславська",31
"Київ-Московський","Бориспіль",30
"Київ-Московський","Крути",26
"Київ-Московський","Богданівка",23
"Київ-Московський","Дарниця",15
"Київ-Московський","Новотроянда",15
"Київ-Московський","Терещенська",12
"Київ-Московський","Фастів 1",11
"Київ-Московський","Київ-Пасажирський",10
"Київ-Московський","Вишневе",5
"Київ-Московський","Янпіль",5
"Київ-Московський","Івотка",5
"Київ-Московський","Зупинка Пункт 669 км",4
"Київ-Московський","Славутич",4
"Київ-Московський","Черемушки",3
"Київ-Московський","Вертіївка",3
"Київ-Московський","Велика Загорівка",3
"Київ-Московський","Видубичі",2
"Київ-Московський","Боярка",2
"Київ-Московський","Зернове",2
"Київ-Московський","Кукілка",2
"Київ-Московський","Слобода-Петрівка",2
"Київ-Московський","Приостерний",2
"Київ-Московський","Халимонове",1
"Київ-Московський","Вересоч",1
"Київ-Московський","Хутір Халімонове",1
"Київ-Дніпровський","Луганськ",2008
"Київ-Дніпровський","Маріуполь",2008
"Вишневе","Попільня",3844
"Вишневе","Вінниця",3684
"Вишневе","Козятин-1",2897
"Вишневе","Жмеринка",1955
"Вишневе","Бердичів",1676
"Вишневе","Фастів 1",1656
"Вишневе","Конотоп",1493
"Вишневе","Шепетівка",1467
"Вишневе","Ніжин",1191
"Вишневе","Брівки",1064
"Вишневе","Рівне",997
"Вишневе","Чорнорудка",808
"Вишневе","Калинівка 1",748
"Вишневе","Бахмач-Пасажирський",691
"Вишневе","Кожанка",665
"Вишневе","Славута 1",658
"Вишневе","Полонне",627
"Вишневе","Шостка",578
"Вишневе","Печанівка",528
"Вишневе","Чуднів-Волинський",502
"Вишневе","Кролевець",426
"Вишневе","Острог",399
"Вишневе","Понінка",395
"Вишневе","Гнівань",367
"Вишневе","Ярошенка",361
"Вишневе","Разіне",332
"Вишневе","Плиски",331
"Вишневе","Миропіль",295
"Вишневе","Михайленки",295
"Вишневе","Київ-Пасажирський",294
"Вишневе","Терещенська",248
"Вишневе","Чернявка",206
"Вишневе","Здолбунів",196
"Вишневе","Рахни",186
"Вишневе","Бахмач-Київський",182
"Вишневе","Носівка",174
"Вишневе","Бобровиця",171
"Вишневе","Хороше Озеро",162
"Вишневе","Хмельницький",143
"Вишневе","Кривин",142
"Вишневе","Караваєві Дачі",136
"Вишневе","Деражня",117
"Вишневе","Васютинці",94
"Вишневе","Івотка",93
"Вишневе","Васильків 1",76
"Вишневе","Зернове",60
"Вишневе","Харліївка",53
"Вишневе","Хутір-Михайлівський",50
